# Xa Ya Xb Yb
2.300669506771300110e+00 -4.172123344530261235e+00 1.346676958232201926e+01 -2.634486107596540005e+00
2.244111897744417217e+00 -3.712907819908938034e+00 1.368597198372782486e+01 -2.227020810411610707e+00
2.531522666774236985e+00 -4.611772068939918867e+00 1.340112315653860087e+01 -3.126700216638777174e+00
2.326037927032080344e+00 -3.868379267493505136e+00 1.366299453447481227e+01 -2.401248483628896313e+00
2.358593872100140043e+00 -4.088496714668290011e+00 1.356236811991565716e+01 -2.599707307577311166e+00
2.602369703294132197e+00 -3.706525428718512760e+00 1.398204775918776122e+01 -2.428833905478314126e+00
2.368607782460980804e+00 -3.895462087380841432e+00 1.368208737973291278e+01 -2.447951106512815667e+00
2.472616902591266541e+00 -3.398309248050725540e+00 1.405425669107321873e+01 -2.102308449393130996e+00
2.580117456901098727e+00 -3.358682296554961866e+00 1.416489067045282901e+01 -2.132087419630545266e+00
2.582755589297645038e+00 -3.737108396655056453e+00 1.394836734226070263e+01 -2.442459649909146879e+00
2.677791633502880853e+00 -3.991975293548631232e+00 1.387865305077619915e+01 -2.705383407666321016e+00
2.372564848788526248e+00 -3.031222581822159867e+00 1.418472427788977797e+01 -1.744899380141647249e+00
2.776013602814781045e+00 -4.084009901306985491e+00 1.390563279230302918e+01 -2.837254624495041622e+00
2.499881668789623923e+00 -3.719956625523785032e+00 1.389064210221667750e+01 -2.380572117924352415e+00
2.669106126648763233e+00 -3.112483133095000465e+00 1.437978573264730642e+01 -1.982577808982014300e+00
2.769285043138314251e+00 -3.163823306446170491e+00 1.443187820151978507e+01 -2.082367605031100855e+00
2.745596753046112948e+00 -3.008484056548220043e+00 1.450230926745036264e+01 -1.941900944936140849e+00
2.605811096456494447e+00 -2.942877139636788542e+00 1.442613639570310369e+01 -1.807580466435691147e+00
2.640511152641698445e+00 -3.121566370692124615e+00 1.435119948137319135e+01 -1.973467156875626127e+00
2.830267434500672863e+00 -2.909195163934240380e+00 1.462878703697671412e+01 -1.909795146236704877e+00
2.573267106856550690e+00 -3.207991025960601927e+00 1.424637794191725426e+01 -2.005144082198608846e+00
2.526278858144444861e+00 -2.957032428249704914e+00 1.435304740494310316e+01 -1.773174819278221737e+00
2.823041902037815021e+00 -2.412869793837588706e+00 1.490969540761074619e+01 -1.500550025766486772e+00
2.834287315999494794e+00 -2.163391335959698125e+00 1.506303624166506516e+01 -1.303439526574215801e+00
2.709833294452081986e+00 -2.873790299673808946e+00 1.455095517890723400e+01 -1.811306119578932172e+00
2.727946136824972889e+00 -3.036237115994235847e+00 1.447186661906336269e+01 -1.954351716831311148e+00
2.880786925239545937e+00 -2.142815587141616351e+00 1.511287617402183692e+01 -1.313517038249949032e+00
2.752336236256839985e+00 -2.519247410519882546e+00 1.479051873907163994e+01 -1.546510989425396776e+00
2.875210511707237515e+00 -2.331808473029687967e+00 1.499911407325562429e+01 -1.464538863604574637e+00
2.594324724928972703e+00 -2.586787263259264336e+00 1.462253118615639913e+01 -1.510324645513315911e+00
2.713399477023089812e+00 -2.868222733793249546e+00 1.455708293494986094e+01 -1.808822965567160157e+00
2.740894678238980919e+00 -1.592344383855220036e+00 1.531679883450650337e+01 -7.834189954698467240e-01
2.855102206213022242e+00 -1.715233010667913671e+00 1.533899576120251673e+01 -9.497087140068107836e-01
2.880659815975719962e+00 -1.801728184180044323e+00 1.530987239175609460e+01 -1.035069336132959705e+00
3.022773986190586903e+00 -1.645435796638229586e+00 1.551617185592563786e+01 -9.896350004083043217e-01
2.922585121812850240e+00 -1.901478794727816668e+00 1.528644755898344343e+01 -1.140706416667039313e+00
2.653077675863574569e+00 -1.754033497750355330e+00 1.515169479057565916e+01 -8.646338348532860429e-01
3.238202409059865783e+00 -1.807274988161166052e+00 1.559847107905534891e+01 -1.246205004822281914e+00
3.004396527240821513e+00 -1.488962726559118988e+00 1.559159247742248766e+01 -8.513118913105781616e-01
3.119264215772077797e+00 -1.817324005648094598e+00 1.549559424724458090e+01 -1.185677043914989959e+00
2.822824584210675170e+00 -1.567980480575860369e+00 1.539774377779145809e+01 -8.108785189932508075e-01
3.022467165941910672e+00 -1.094798679998827406e+00 1.583411130450592275e+01 -5.400620526055219806e-01
2.913790836954322394e+00 -1.155778946536407226e+00 1.571017855531155583e+01 -5.270308950844602158e-01
3.085648565193947146e+00 -1.357281151690252319e+00 1.573399852189545456e+01 -7.907937177670527618e-01
2.815691467868952635e+00 -1.106305890464952313e+00 1.565870435529028093e+01 -4.299666059552098574e-01
2.686587532562750624e+00 -8.928761471436570396e-01 1.567666978510803588e+01 -1.811748762349369990e-01
2.947078874455669961e+00 -6.737890742325067794e-01 1.601586769660284304e+01 -1.528965885302282501e-01
2.928456529583078449e+00 -8.157910813585124155e-01 1.591861235844136147e+01 -2.580287004440662280e-01
3.091140184689767700e+00 -1.211571568657729525e+00 1.582267983249749577e+01 -6.750480240151777167e-01
3.010074876627899521e+00 -1.350954079958445631e+00 1.567597614047593879e+01 -7.419591245509167265e-01
2.996840048791808542e+00 -4.496062047950207807e-01 1.618602544186572345e+01 1.312604281322293787e-03
3.133263555907956910e+00 -9.419488811016349938e-01 1.601286182488062337e+01 -4.793401247853781300e-01
2.796784233863207181e+00 -9.133587199463117923e-01 1.575476944448116967e+01 -2.615694778691177724e-01
2.934363726475577305e+00 -8.938802596989463556e-01 1.587830901679147289e+01 -3.251737330292328032e-01
2.868215094999170933e+00 -2.540461959279602389e-01 1.619405562420156386e+01 2.352433888691913833e-01
2.838523167785520940e+00 -7.650699957808693163e-01 1.587452392729414541e+01 -1.646646370933204651e-01
3.027428037378907977e+00 -1.231809592524797825e+00 1.575898725773833853e+01 -6.547484859526062628e-01
2.825220533320762506e+00 1.493270124433832557e-01 1.639205843017621334e+01 5.892961623251773418e-01
2.955321299147746661e+00 -3.372531477083090534e-01 1.621706450024842638e+01 1.170000835669009476e-01
3.101538795805107274e+00 -1.062054998858740773e-01 1.646991074048798964e+01 2.210738587926670551e-01
2.796450109437345510e+00 -1.519563129593476114e-01 1.619447893907883085e+01 3.600327239974336901e-01
3.072737555251114916e+00 7.437731555068077816e-02 1.655075612216358749e+01 3.850972990387753203e-01
2.909062606185995215e+00 -1.800875810164775936e-02 1.636378884663023214e+01 4.042783687690569838e-01
